add-none,1,52310,104620,991378,9,0
add-none,1,52410,104820,1019696,9,0
add-none,1,52510,105020,1024390,9,0
add-none,1,52610,105220,995126,9,0
add-none,1,52710,105420,994608,9,0
add-none,1,52810,105620,1022801,9,0
add-none,1,52910,105820,1113973,10,0
add-none,1,53010,106020,1074737,10,0
add-none,1,53110,106220,1023275,9,0
add-none,1,53210,106420,1021929,9,0
add-none,1,53310,106620,1003457,9,0
add-none,1,53410,106820,991604,9,0
add-none,1,53510,107020,1034352,9,0
add-none,1,53610,107220,1018958,9,0
add-none,1,53710,107420,1055518,9,0
add-none,1,53810,107620,1042300,9,0
add-none,1,53910,107820,1099024,10,0
add-none,1,54010,108020,1034763,9,0
add-none,1,54110,108220,1047596,9,0
add-none,1,54210,108420,994952,9,0
add-none,1,54310,108620,1004936,9,0
add-none,1,54410,108820,1076352,9,0
add-none,1,54510,109020,995206,9,0
add-none,1,54610,109220,1062824,9,0
add-none,1,54710,109420,1044178,9,0
add-none,1,54810,109620,1071196,9,0
add-none,1,54910,109820,1119034,10,0
add-none,1,55010,110020,1110404,10,0
add-none,1,55110,110220,1062829,9,0
add-none,1,55210,110420,1115292,10,0
add-none,1,55310,110620,1117374,10,0
add-none,1,55410,110820,1163703,10,0
add-none,1,55510,111020,1118539,10,0
add-none,1,55610,111220,1088373,9,0
add-none,1,55710,111420,1069602,9,0
add-none,1,55810,111620,1045019,9,0
add-none,1,55910,111820,1059086,9,0
add-none,1,56010,112020,1026696,9,0
add-none,1,56110,112220,1065654,9,0
add-none,1,56210,112420,1038100,9,0
add-none,1,56310,112620,1058643,9,0
add-none,1,56410,112820,1069330,9,0
add-none,1,56510,113020,1044451,9,0
add-none,1,56610,113220,1097090,9,0
add-none,1,56710,113420,1023140,9,0
add-none,1,56810,113620,1117941,9,0
add-none,1,56910,113820,1058171,9,0
add-none,1,57010,114020,1114821,9,0
add-none,1,57110,114220,1066906,9,0
add-none,1,57210,114420,1062608,9,0
add-none,1,57310,114620,1129246,9,0
add-none,1,57410,114820,1054587,9,0
add-none,1,57510,115020,1060185,9,0
add-none,1,57610,115220,1116453,9,0
add-none,1,57710,115420,1238863,10,0
add-none,1,57810,115620,1101679,9,0
add-none,1,57910,115820,1148869,9,0
add-none,1,58010,116020,1154381,9,0
add-none,1,58110,116220,1090054,9,0
add-none,1,58210,116420,1189019,10,0
add-none,1,58310,116620,1164433,9,0
add-none,1,58410,116820,1143183,9,0
add-none,1,58510,117020,1151177,9,0
add-none,1,58610,117220,1072819,9,0
add-none,1,58710,117420,1257924,10,0
add-none,1,58810,117620,1268594,10,0
add-none,1,58910,117820,1152423,9,0
add-none,1,59010,118020,1153664,9,0
add-none,1,59110,118220,1138021,9,0
add-none,1,59210,118420,1196855,10,0
add-none,1,59310,118620,1212835,10,0
add-none,1,59410,118820,1114029,9,0
add-none,1,59510,119020,1153561,9,0
add-none,1,59610,119220,1188270,9,0
add-none,1,59710,119420,1141018,9,0
add-none,1,59810,119620,1219213,10,0
add-none,1,59910,119820,1176548,9,0
add-none,1,60010,120020,1284644,10,0
add-none,1,60110,120220,1169317,9,0
add-none,1,60210,120420,1160652,9,0
add-none,1,60310,120620,1110251,9,0
add-none,1,60410,120820,1177929,9,0
add-none,1,60510,121020,1174876,9,0
add-none,1,60610,121220,1184140,9,0
add-none,1,60710,121420,1170702,9,0
add-none,1,60810,121620,1194262,9,0
add-none,1,60910,121820,1196607,9,0
add-none,1,61010,122020,1138579,9,0
add-none,1,61110,122220,1160740,9,0
add-none,1,61210,122420,1185273,9,0
add-none,1,61310,122620,1097500,8,0
add-none,1,61410,122820,1078873,8,0
add-none,1,61510,123020,1252619,10,0
add-none,1,61610,123220,1186490,9,0
add-none,1,61710,123420,1156360,9,0
add-none,1,61810,123620,1171025,9,0
add-none,1,61910,123820,1138825,9,0
add-none,1,62010,124020,1139866,9,0
